	SRR7685881_control_Rep2	SRR7685880_control_Rep1	SRR7685879_treated_Rep2	SRR7685878_treated_Rep1
Pwwp3a	793.88	84.66	49.69	210.22
Pwwp3b	0	0	0	0
Pwwp4-ps	0	0	0	0
Pwwp4a	0	0	0	0
Pwwp4b	0	0	0	0
Pwwp4c	0	0	0	0
Pwwp4d	0	0	0	0
Pxdc1	0	0	0	0
Pxdn	176.17	18.7	84.92	145.92
Pxk	93.36	0	361.07	47.44
Pxmp2	0	0	0	0
Pxmp4	46.27	0	0	0
Pxn	34.59	32.45	0	166
Pxt1	0	0	0	0
Pxylp1	46.63	0	0	0
Pycard	0	0	0	0
Pycr1	0	0	0	71.44
Pycr2	0	0	0	0
Pycr3	198.6	0	0	0
Pygb	0	0	0	178.5
Pygl	45.66	306.14	331.07	92.82
Pygm	0	0	0	0
Pygo1	0	0	0	0
Pygo2	0	41.54	44.94	0
Pym1	0	0	0	0
Pyroxd1	0	0	46.24	0
Pyroxd2	0	0	0	0
Pyurf	0	0	0	0
Pyy	0	0	0	0
Pzp	0	0	0	0
Qars1	267.23	1112.09	549.71	611.56
Qdpr	0	0	0	0
Qki	218.06	40.93	45.96	443.16
Qng1	0	0	0	0
Qpct	0	0	0	0
Qpctl	0	0	0	0
Qprt	0	0	0	0
Qrfp	0	0	0	0
Qrfpr	0	0	0	0
Qrfprl	0	0	0	0
Qrich1	113.32	0	283.12	141.75
Qrich2	0	0	0	0
Qrsl1	0	0	0	0
Qser1	0	0	0	28.69
Qsox1	0	0	0	0
Qsox2	0	0	0	0
Qtrt1	0	0	0	299.51
Qtrt2	212.97	0	0	0
R3hcc1	76.04	0	0	0
R3hcc1l	0	0	0	0
R3hdm1	414.35	62.58	0	27.04
R3hdm2	145.38	0	147.55	45.08
R3hdm4	200.97	0	0	69.99
R3hdml	0	0	0	0
R74862	0	0	213.17	0
Rab10	36.53	68.54	0	0
Rab11a	0	222.73	0	0
Rab11b	0	0	133.63	0
Rab11fip1	67.99	95.61	98.33	0
Rab11fip2	0	0	0	0
Rab11fip3	39.29	0	0	0
Rab11fip4	0	0	36.01	18.03
Rab11fip4os1	0	0	0	0
Rab11fip4os2	0	0	0	0
Rab11fip5	31.71	0	32.19	32.23
Rab12	188.9	118.14	0	63.99
Rab13	0	114.07	0	0
Rab14	83.55	78.38	0	119.96
Rab15	40.73	0	316.28	0
Rab17	0	0	0	0
Rab18	19.5	0	194.62	0
Rab19	0	0	0	0
Rab1a	223.11	209.31	589.74	0
Rab1b	0	0	69.33	0
Rab20	0	0	0	0
Rab21	0	52.05	0	165.97
Rab22a	18.02	16.91	0	0
Rab23	124	0	125.85	75.54
Rab24	0	0	0	0
Rab25	0	0	0	0
Rab26	0	0	0	0
Rab26os	0	0	0	0
Rab27a	43.24	78.09	0	0
Rab27b	0	0	0	0
Rab28	0	0	0	0
Rab29	0	0	0	0
Rab2a	0	171.7	123.84	62
Rab2b	0	0	0	0
Rab30	0	0	0	0
Rab31	36.96	104.02	37.51	37.56
Rab32	0	0	0	0
Rab33a	0	0	0	0
Rab33b	146.23	0	394.59	0
Rab34	0	0	291.05	0
Rab35	140.82	132.21	142.92	0
Rab36	0	0	0	0
Rab37	0	0	0	0
Rab38	0	0	0	0
Rab39	0	0	0	0
Rab39b	0	0	0	0
Rab3a	0	0	0	0
Rab3b	0	0	0	0
Rab3c	0	0	0	0
Rab3d	0	0	0	33.95
Rab3gap1	0	188.87	61.16	71.53
Rab3gap2	0	27.13	29.35	58.78
Rab3il1	0	0	0	0
Rab3ip	287.58	0	616.41	72.12
Rab40b	0	0	0	0
Rab40c	0	0	58.91	0
Rab42	0	0	0	0
Rab43	0	0	0	0
Rab44	0	0	0	0
Rab4a	0	0	0	0
Rab4b	0	0	0	0
Rab5a	54.81	51.42	166.87	167.1
Rab5b	0	0	81.99	0
Rab5c	68.23	0	138.5	0
Rab5if	262.23	0	266.11	266.39
Rab6a	49.4	0	0	50.2
Rab6b	0	23.89	0	0
Rab7	64.19	0	214.27	0
Rab7b	0	0	0	0
Rab8a	0	105.32	0	0
Rab8b	26.96	0	0	0
Rab9	789.87	0	0	159.15
Rab9b	0	0	0	0
Rabac1	0	285.66	319.45	639.53
Rabep1	66.36	0	0	46.99
Rabep2	0	0	0	0
Rabepk	0	0	0	0
Rabgap1	0	69.76	347.55	75.58
Rabgap1l	0	0	0	0
Rabgef1	166.59	0	0	0
Rabggta	697.01	65.04	197.94	61.41
Rabggtb	216.56	211.72	219.78	0
Rabif	0	0	0	45.81
Rabl2	0	0	0	0
Rabl3	0	0	97.54	67.69
Rabl6	0	617.56	0	33.3
Rac1	111.61	52.35	249.7	0
Rac2	0	0	0	0
Rac3	0	228.79	0	0
Racgap1	43.94	132.33	267.89	503.42
Rack1	2650.83	3997.89	1819.51	2277.83
Rad1	0	0	166.86	0
Rad17	0	50.84	0	0
Rad18	36.3	0	0	89.77
Rad21	194.15	151.79	65.68	65.78
Rad21l	0	0	0	0
Rad23a	192.94	331.86	72.11	0
Rad23b	100.87	335.71	302.91	102.52
Rad50	0	0	0	42.4
Rad51	302.29	0	180.89	192.21
Rad51ap1	0	0	0	0
Rad51ap2	0	0	0	0
Rad51b	0	0	75.66	0
Rad51c	0	0	0	0
Rad51d	0	0	0	0
Rad52	304.11	0	211.75	0
Rad54b	521.64	0	0	0
Rad54l	216.56	81.55	47.11	0
Rad54l2	0	12.77	54.39	27.66
Rad9a	0	0	0	0
Rad9b	0	0	0	0
Radil	0	0	0	0
Radx	0	32.18	0	0
Rae1	446.79	1003.45	381.74	76.53
Raet1a	0	0	0	0
Raet1e	0	0	0	0
Raf1	0	462.7	424.91	449.59
Rag1	0	0	0	0
Rag2	0	0	0	0
Rai1	0	17.21	273.96	18.65
Rai14	0	0	27.37	27.41
Rai2	0	0	0	0
Rala	0	0	0	48.84
Ralb	0	106.41	57.56	0
Ralbp1	0	0	68.23	417.34
Ralgapa1	284.89	35.95	185.89	19.47
Ralgapa2	22.38	0	69.75	34.92
Ralgapb	55.63	35.52	15.38	0
Ralgds	543.27	0	96.18	196.95
Ralgps1	0	0	0	0
Ralgps2	0	0	30.63	0
Raly	0	0	270.06	270.34
Ralyl	0	0	0	0
Ramac	0	0	0	0
Ramacl	0	0	0	0
Ramp1	0	0	0	0
Ramp2	0	0	0	0
Ramp3	0	0	0	0
Ran	218.18	358.2	276.8	822.59
Ranbp1	295.9	448.86	0	462.66
Ranbp10	24	0	24.36	0
Ranbp17	208.91	245.85	424.22	155.25
Ranbp2	65.88	74.17	66.86	87.39
Ranbp2-ps2	0	0	0	0
Ranbp3	0	201.78	194.03	55.53
Ranbp3l	0	0	0	0
Ranbp6	27.91	0	0	0
Ranbp9	0	0	0	181.29
Rangap1	455.01	88.31	95.54	143.5
Rangrf	0	0	0	0
Rap1a	0	0	0	180.27
Rap1b	47.4	44.47	317.54	0
Rap1gap	0	0	0	0
Rap1gap2	0	0	0	0
Rap1gapos	0	0	0	0
Rap1gds1	114.92	79.36	319.15	0
Rap2a	30.51	0	0	31.01
Rap2b	0	0	0	0
Rap2c	36.19	101.86	0	36.78
Rapgef1	30.28	30.74	123.45	33.3
Rapgef2	19.42	18.22	0	39.47
Rapgef3	0	0	0	0
Rapgef4	0	0	0	0
Rapgef5	0	0	0	23.5
Rapgef6	24.68	45.33	72.65	0
Rapgefl1	0	0	0	0
Raph1	203.93	0	12.81	0
Rapsn	0	0	0	0
Rara	0	51.1	0	55.36
Rarb	0	0	0	0
Rarg	0	0	0	148.42
Rarres1	0	0	0	0
Rarres2	0	0	0	0
Rars1	448.64	656.71	313.25	250.94
Rars2	0	260.7	577.78	72.17
Rasa1	83.95	195.08	0	28.44
Rasa2	0	0	0	0
Rasa3	42.6	0	0	43.29
Rasa4	0	0	0	0
Rasal1	0	0	0	0
Rasal2	0	59.84	0	0
Rasal3	0	0	0	0
Rasd1	0	76.67	0	0
Rasd2	0	0	0	0
Rasef	0	0	62.1	0
Rasgef1a	0	0	0	0
Rasgef1c	0	0	0	0
Rasgrf1	0	0	0	0
Rasgrf2	0	0	0	0
Rasgrp1	0	0	0	0
Rasgrp2	0	0	0	0
Rasgrp3	0	0	0	0
Rasgrp4	0	0	0	99.57
Rasip1	0	0	0	0
Rasl10a	0	0	0	0
Rasl10b	0	0	41.37	0
Rasl11a	0	0	0	0
Rasl11b	0	0	0	0
Rasl12	0	0	0	0
Rasl2-9	0	0	0	0
Rassf1	171.13	0	0	0
Rassf10	0	0	0	0
Rassf2	0	0	0	0
Rassf3	36.43	183.66	73.95	37.03
Rassf4	0	0	0	0
Rassf5	0	0	0	0
Rassf6	0	0	0	0
Rassf7	0	0	0	0
Rassf8	0	0	0	0
Rassf9	0	0	0	0
Raver1	0	69.4	0	0
Raver2	0	0	0	0
Rax	0	0	0	0
Rb1	144.05	0	0	0
Rb1cc1	0	0	0	154.9
Rbak	0	0	0	40.35
Rbakdn	0	0	0	0
Rbbp4	221.23	545.58	1204.13	235.72
Rbbp5	67.94	71.19	0	138.09
Rbbp6	57.06	22.42	136.15	41.79
Rbbp7	370.54	373.63	71.3	404.95
Rbbp8	0	166.67	0	0
Rbbp8nl	0	0	0	0
Rbbp9	0	0	0	0
Rbck1	337.62	0	0	0
Rbfa	96.4	0	97.84	97.97
Rbfaos	0	0	0	0
Rbfox1	0	0	0	0
Rbfox2	547.38	343.61	0	37.37
Rbfox3	0	0	0	0
Rbis	0	0	624.64	0
Rbks	0	0	0	0
Rbl1	0	0	26.63	0
Rbl2	0	0	0	0
Rbm10	0	0	0	0
Rbm11	0	0	0	0
Rbm12	19.15	0	38.86	262.56
Rbm12b1	0	0	0	0
Rbm12b2	0	38.35	0	0
Rbm14	81.28	0	0	311.63
Rbm15	42.63	0	29.87	0
Rbm15b	0	193.83	0	209.79
Rbm17	0	315.85	0	0
Rbm18	0	127.25	50.13	0
Rbm19	95.02	309.22	33.32	0
Rbm20	26.07	0	0	53
Rbm22	0	110.34	119.37	255.72
Rbm24	0	0	0	0
Rbm25	405.66	274.81	193.98	345.35
Rbm26	87.8	179.42	71.64	0
Rbm27	77.6	95.16	427.72	61.86
Rbm28	57.22	63.74	0	0
Rbm3	225.66	131.66	142.44	142.61
Rbm31y	0	0	0	0
Rbm33	265.57	0	0	41.31
Rbm34	0	0	38.06	0
Rbm38	0	344.54	295.78	148.07
Rbm39	562.18	47.03	320.93	558.13
Rbm3os	0	0	0	0
Rbm4	0	0	44.1	0
Rbm41	46.3	0	0	0
Rbm42	0	0	87.8	87.92
Rbm43	0	143.88	0	0
Rbm44	0	0	0	0
Rbm45	68.87	0	0	0
Rbm46	0	0	0	0
Rbm46os	0	0	0	0
Rbm47	0	25.79	120.73	27.94
Rbm48	0	0	0	0
Rbm4b	0	0	22.78	0
Rbm5	225.5	338.47	321.19	420.11
Rbm6	182.77	381.25	64	0
Rbm6-ps2	0	0	0	0
Rbm7	147.87	0	75.04	150.28
Rbm8a	0	242.27	0	262.49
Rbms1	219.62	206.85	103.27	224.05
Rbms2	0	36.51	90.61	39.55
Rbms3	0	0	0	0
Rbmx	348.87	96.43	42.04	0
Rbmx2	0	0	76.2	76.31
Rbmxl1	0	0	0	0
Rbmxl2	0	0	0	0
Rbmy	0	0	0	0
Rbmyf1	0	0	0	0
Rbmyf2	0	0	0	0
Rbmyf3	0	0	0	0
Rbmyf5	0	0	0	0
Rbmyf6	0	0	0	0
Rbmyf7	0	0	0	0
Rbmyf8	0	0	0	0
Rbmyf9	0	0	0	0
Rbp1	0	0	0	0
Rbp2	0	0	0	0
Rbp3	0	0	0	0
Rbp4	0	0	0	0
Rbp7	0	0	0	0
Rbpj	24.26	24.12	26.09	0
Rbpj-ps3	0	0	0	0
Rbpjl	0	0	0	0
Rbpms	379.44	306.16	385.06	749.07
Rbpms2	0	0	0	0
Rbsn	0	22.41	0	24.27
Rbx1	217.83	204.35	49.13	270.37
Rc3h1	36.81	69.28	37.46	0
Rc3h2	0	0	332.73	44.96
Rcan1	0	0	348.25	0
Rcan2	0	0	0	0
Rcan3	0	23.4	25.31	0
Rcbtb1	0	0	0	33.34
Rcbtb2	0	0	0	108.09
Rcc1	113.99	53.47	0	57.92
Rcc1l	0	194.76	0	0
Rcc2	34.02	188.54	407.98	138.29
Rccd1	0	0	0	0
Rce1	0	381.33	0	0
Rchy1	0	0	94.93	0
Rcl1	0	0	0	0
Rcn1	58.86	0	0	0
Rcn2	0	60.43	65.38	0
Rcn3	0	0	0	0
Rcor1	47.47	0	144.56	96.5
Rcor2	64.78	60.78	65.75	0
Rcor3	463.41	35.31	0	0
Rcsd1	0	0	0	0
Rcvrn	0	0	0	0
Rd3	0	0	0	0
Rd3l	0	0	0	0
Rdh1	0	0	0	0
Rdh10	0	0	0	0
Rdh11	0	0	0	79.84
Rdh12	0	0	0	0
Rdh13	0	39.81	0	270.91
Rdh14	0	0	0	0
Rdh16	0	0	0	0
Rdh16f2	0	0	0	0
Rdh19	0	0	0	0
Rdh5	0	0	0	0
Rdh7	0	0	0	0
Rdh8	0	0	0	0
Rdh9	0	0	0	0
Rdm1	0	327.26	0	0
Rdx	87.99	225.64	251.41	183.35
Rec114	0	0	0	0
Rec8	0	55.85	0	0
Reck	28.82	0	0	0
Recql	0	0	511.8	0
Recql4	0	0	0	0
Recql5	0	0	0	0
Redic1	0	0	0	0
Redrum	0	0	0	0
Reep1	0	0	0	0
Reep2	0	0	0	0
Reep3	0	0	107.52	0
Reep4	91.69	0	341.77	85.62
Reep5	344.09	0	349.2	707.88
Reep6	0	0	0	0
Reg1	0	0	0	0
Reg2	0	0	0	0
Reg3a	0	0	0	0
Reg3b	0	0	0	0
Reg3d	0	0	0	0
Reg3g	0	0	0	0
Reg4	0	0	0	0
Rel	0	0	0	0
Rela	0	0	0	0
Relb	86.57	0	0	0
Relch	68.91	0	29.97	0
Rell1	41.61	39.04	0	0
Rell2	0	0	0	0
Reln	0	0	0	0
Relt	66.39	0	0	0
Rem1	0	0	0	0
Rem2	0	0	0	0
Ren1	0	0	0	0
Renbp	0	0	0	0
Reno1	0	0	0	0
Rep15	0	0	0	0
Repin1	0	0	0	0
Reps1	225.5	0	228.85	394.51
Reps2	0	0	0	0
Rer1	0	77.43	83.76	83.87
Rere	0	18.33	33.31	0
Rerg	0	0	0	0
Rergl	0	0	0	0
Resf1	66.71	86.33	75.58	67.8
Resp18	0	0	0	0
Rest	55.02	34.41	18.61	18.64
Ret	0	0	0	0
Retn	0	0	0	0
Retnla	0	0	0	0
Retnlb	0	0	0	0
Retnlg	0	0	0	0
Retreg1	92.63	0	0	47.13
Retreg2	0	0	56.66	0
Retreg3	40.64	0	0	0
Retsat	0	39.91	0	0
Rev1	29.99	335.23	0	60.97
Rev3l	11.81	0	0	12
Rex1bd	0	0	0	256.24
Rex2	0	0	0	0
Rexo1	0	22.77	0	0
Rexo2	0	0	0	0
Rexo4	0	0	447.18	0
Rexo5	0	0	0	0
Rfc1	97.18	62.68	55.25	0
Rfc2	0	131.96	25.91	0
Rfc3	0	119.27	0	0
Rfc4	108.85	102.12	105.8	0
Rfc5	68.77	0	182.63	46.9
Rfesd	0	0	0	0
Rffl	105.59	99.05	213.67	37.39
Rfk	52.17	0	0	434.81
Rflna	0	0	0	0
Rflnb	0	0	0	0
Rfng	0	0	0	0
Rfpl4	0	0	0	0
Rfpl4b	0	0	0	0
Rft1	0	0	0	273.58
Rftn1	0	0	0	0
Rftn2	0	0	0	0
Rfwd3	57.5	0	0	0
Rfx1	0	0	0	0
Rfx2	0	0	0	0
Rfx3	14.09	0	0	0
Rfx4	0	0	0	0
Rfx5	31.88	194.44	0	0
Rfx6	0	0	0	0
Rfx7	0	85.18	16.33	16.36
Rfx8	0	0	0	0
Rfxank	0	112.55	0	0
Rfxap	0	0	0	0
Rgcc	0	0	0	0
Rgl1	85.86	26.2	25.41	87.26
Rgl2	0	0	146.75	401.14
Rgl3	0	0	0	0
Rgma	0	0	38.67	0
Rgmb	0	0	0	0
Rgn	0	0	0	0
Rgp1	21.61	0	0	74.43
Rgr	0	0	0	0
Rgs1	0	0	0	0
Rgs10	0	0	0	0
Rgs11	0	0	0	0
Rgs12	37.33	0	0	88.75
Rgs13	0	0	0	0
Rgs14	0	0	0	0
Rgs16	0	0	0	0
Rgs17	15.64	0	0	0
Rgs18	0	0	0	0
Rgs19	0	0	0	0
Rgs2	0	0	0	0
Rgs20	0	186.15	0	0
Rgs21	0	0	0	0
Rgs22	0	0	0	0
Rgs3	0	0	0	0
Rgs4	0	0	0	0
Rgs5	0	0	0	0
Rgs6	0	0	0	0
Rgs7	0	0	0	0
Rgs7bp	0	0	0	0
Rgs8	0	0	0	0
Rgs9	0	0	0	0
Rgs9bp	19.28	0	0	0
Rgsl1	0	0	0	0
Rhag	0	0	0	0
Rhbdd1	0	0	0	0
Rhbdd2	30.39	0	0	0
Rhbdd3	0	0	0	0
Rhbdf1	503.85	0	0	0
Rhbdf2	52.01	133.96	52.79	105.73
Rhbdl1	0	0	0	0
Rhbdl2	0	0	0	0
Rhbdl3	0	0	0	34.86
Rhbg	0	0	0	0
Rhcg	0	0	0	0
Rhd	0	0	0	0
Rheb	73.46	0	284.52	74.65
Rhebl1	263.31	162.75	0	176.43
Rhno1	34.67	0	0	0
Rho	0	0	0	0
Rhoa	236.68	596.14	68.88	398.63
Rhob	55.22	51.8	56.04	112.23
Rhobtb1	0	0	0	0
Rhobtb2	23.94	0	69.63	0
Rhobtb3	0	0	0	556.83
Rhoc	493.7	0	0	0
Rhod	0	0	0	0
Rhof	58.86	0	0	0
Rhog	0	0	412.46	0
Rhoh	0	0	0	0
Rhoj	0	0	0	0
Rhoq	0	0	0	0
Rhot1	218.13	197.82	0	169.97
Rhot2	0	0	0	0
Rhou	38.1	0	0	38.72
Rhov	0	0	0	0
Rhox1	0	0	0	0
Rhox10	0	0	0	0
Rhox11	0	0	0	0
Rhox11-ps1	0	0	0	0
Rhox11-ps3	0	0	0	0
Rhox12	0	0	0	0
Rhox13	0	0	0	0
Rhox2-ps	0	0	0	0
Rhox2a	0	0	0	0
Rhox2b	0	0	0	0
Rhox2c	0	0	0	0
Rhox2d	0	0	0	0
Rhox2e	0	0	0	0
Rhox2f	0	0	0	0
Rhox2g	0	0	0	0
Rhox2h	0	0	0	0
Rhox3a	0	0	0	0
Rhox3a2	0	0	0	0
Rhox3b-ps	0	0	0	0
Rhox3c	0	0	0	0
Rhox3d-ps	0	0	0	0
Rhox3e	0	0	0	0
Rhox3f	0	0	0	0
Rhox3g	0	0	0	0
Rhox3h	0	0	0	0
Rhox4a	0	0	0	0
Rhox4a2	0	0	0	0
Rhox4b	0	0	0	0
Rhox4c	0	0	0	0
Rhox4d	0	0	0	0
Rhox4e	0	0	0	0
Rhox4f	0	0	0	0
Rhox4g	0	0	0	0
Rhox5	2056.55	1335.66	1284.43	1285.98
Rhox6	0	0	0	136.37
Rhox7-ps1	0	0	0	0
Rhox7-ps2	0	0	0	0
Rhox7a	0	0	0	0
Rhox7b	0	0	0	0
Rhox8	0	0	0	0
Rhox9	0	145.84	0	315.93
Rhpn1	0	0	0	0
Rhpn2	0	0	0	0
Ribc1	0	0	0	0
Ribc2	0	0	0	0
Ric1	96.14	45.87	49.63	93.86
Ric3	0	0	0	0
Ric8a	0	0	0	176.77
Ric8b	0	0	0	0
Rictor	13.6	12.76	61.1	13.82
Rida	0	0	0	969.86
Rif1	92.54	139.72	46.96	141.32
Rigi	0	0	0	36.91
Riiad1	0	0	0	0
Rilp	0	0	0	0
Rilpl1	0	0	0	209.9
Rilpl2	0	0	0	0
Rimbp2	0	0	0	0
Rimbp3	0	0	0	0
Rimkla	0	0	0	0
Rimklb	0	0	0	0
Rimoc1	181.18	23.56	50.98	0
Rims1	0	0	0	0
Rims2	0	0	0	0
Rims3	0	0	0	0
Rims4	0	0	0	0
Rin1	0	330.93	31.02	602.21
Rin2	0	58.69	0	0
Rin3	68.25	136.54	0	0
Ring1	64.09	0	0	0
Rinl	0	0	0	0
Rint1	0	69.85	42.87	0
Riok1	90.37	0	0	0
Riok2	82.53	0	0	0
Riok3	225.9	122.79	42.44	0
Riox1	0	0	0	0
Riox2	0	0	0	76.03
Ripk1	78.71	0	0	0
Ripk2	0	0	0	0
Ripk3	0	0	0	0
Ripk4	0	0	0	0
Ripor1	31.14	0	0	31.65
Ripor2	0	0	0	0
Ripor3	0	0	0	0
Ripply1	0	0	0	0
Ripply2	0	0	0	0
Ripply3	0	0	0	0
Rit1	0	0	0	0
Rit2	0	0	0	0
Rita1	83.8	0	0	0
Rlbp1	0	0	0	0
Rlf	20.37	44.01	301.35	20.7
Rlig1	0	0	0	0
Rlim	68.32	80.12	52	86.8
Rln1	0	0	0	0
Rln3	0	0	0	0
Rmc1	0	0	244.66	0
Rmdn1	0	0	0	0
Rmdn2	0	0	0	0
Rmdn3	0	0	0	465.48
Rmi1	52.94	0	0	0
Rmi2	0	0	0	0
Rmnd1	0	174.57	0	0
Rmnd5a	34.01	127.43	34.51	0
Rmnd5b	0	0	0	0
Rmrp	0	17935.69	23932.41	0
Rmst	0	0	0	0
Rn18s	0	0	0	0
Rn5s	0	0	0	0
Rn5s-ps1	0	0	0	0
Rn7s1	0	0	0	0
Rn7s2	0	0	0	0
Rn7sk	21500.38	23375.75	20331.09	25804.38
Rnase1	0	0	0	0
Rnase10	0	0	0	0
Rnase11	0	0	0	0
Rnase12	0	0	0	0
Rnase13	0	0	0	0
Rnase2a	0	0	0	0
Rnase2b	0	0	0	0
Rnase4	0	0	0	0
Rnase6	0	0	0	0
Rnase9	0	0	0	0
Rnaseh1	0	0	0	0
Rnaseh2a	259.41	0	482.74	652.14
Rnaseh2b	0	0	0	0
Rnaseh2c	0	0	0	0
Rnasek	0	0	325.99	326.3
Rnasel	0	0	0	0
Rnaset2a	0	0	0	0
Rnaset2b	0	0	0	0
Rnd1	0	0	0	0
Rnd2	165.93	0	0	0
Rnd3	0	0	92.59	0
Rnf10	53.82	155.26	54.62	497.8
Rnf103	0	36.94	39.97	80.04
Rnf11	0	0	216.31	216.67
Rnf111	36.09	53.76	0	58.24
Rnf112	0	0	0	0
Rnf113a1	0	0	0	0
Rnf113a2	0	0	97.39	0
Rnf114	65.73	0	66.71	0
Rnf115	58.84	0	0	235.45
Rnf121	0	54.18	0	0
Rnf122	0	0	0	0
Rnf123	0	0	0	0
Rnf125	0	0	0	0
Rnf126	0	0	191.14	191.38
Rnf128	195.74	141.86	198.66	0
Rnf13	50.27	0	0	0
Rnf130	0	0	0	0
Rnf133	0	0	0	0
Rnf135	0	0	0	0
Rnf138	0	0	0	0
Rnf138rt1	0	0	0	0
Rnf139	29.39	0	59.66	0
Rnf14	0	216.59	0	54.65
Rnf141	0	0	0	0
Rnf144a	0	0	0	0
Rnf144b	40.92	0	0	41.59
Rnf145	71.86	196.28	182.49	146.08
Rnf146	0	0	0	0
Rnf148	0	0	0	0
Rnf149	103.9	374.34	214.6	0
Rnf150	0	0	0	0
Rnf151	0	0	0	0
Rnf152	0	0	0	0
Rnf157	185.53	53.79	0	0
Rnf166	603.83	0	0	0
Rnf167	145.55	381.25	0	0
Rnf168	106.96	100.3	0	33.09
Rnf169	0	183.25	0	198.48
Rnf17	62.71	0	0	204.4
Rnf170	0	0	0	0
Rnf180	0	0	0	0
Rnf181	0	0	0	370.85
Rnf182	0	0	0	0
Rnf183	0	0	0	0
Rnf185	0	43.44	0	47.06
Rnf186	0	0	0	0
Rnf187	0	62.85	67.99	272.35
Rnf19a	118.28	0	0	0
Rnf19b	90.43	169.68	91.78	0
Rnf2	215.07	0	41.31	41.37
Rnf20	30.79	132.1	364.99	0
Rnf207	0	0	0	0
Rnf208	0	0	0	0
Rnf212	0	0	0	0
Rnf212b	0	0	0	0
Rnf213	45.29	39.82	38.31	30.69
Rnf214	0	0	0	46.7
Rnf215	0	0	0	0
Rnf216	73.85	0	28.98	0
Rnf217	0	0	0	0
Rnf220	0	0	473.29	101.63
Rnf222	0	0	0	0
Rnf223	0	0	0	0
Rnf224	0	0	0	0
Rnf225	0	0	0	0
Rnf227	0	0	0	0
Rnf24	43.63	0	0	0
Rnf25	0	0	0	0
Rnf26	0	53.98	116.8	0
Rnf26rt	0	0	0	0
Rnf31	0	42.96	0	0
Rnf32	0	0	0	0
Rnf34	0	0	0	0
Rnf38	25.44	0	0	0
Rnf39	0	0	0	0
Rnf4	490.82	125.33	455.3	90.51
Rnf40	0	259.65	34.82	181.61
Rnf41	0	61.7	0	0
Rnf43	0	0	0	0
Rnf44	135.88	172.27	34.83	0
Rnf5	0	0	0	0
Rnf6	39.23	73.61	0	172.96
Rnf7	108.47	101.76	0	110.23
Rnf8	0	0	0	0
Rnft1	0	26.92	0	172.24
Rnft2	0	0	0	0
Rngtt	54.5	0	0	0
Rnh1	0	0	0	0
Rnls	0	0	0	0
Rnmt	0	0	53.12	71.8
Rnpc3	0	133.54	0	72.33
Rnpep	0	0	0	60.88
Rnpepl1	0	66.58	0	0
Rnps1	0	725.14	597.02	0
Rnu12	0	0	0	1651.77
Rnu1a1	0	0	0	0
Rnu1b1	0	0	0	0
Rnu1b2	0	0	0	0
Rnu1b6	0	0	0	0
Rnu2-10	0	0	0	0
Rnu5g	0	0	0	0
Rnu6	0	0	0	0
Rnu7	0	0	0	0
Rnu7-ps1	0	0	0	0
Rnu7-ps3	0	0	0	0
Rny1	0	0	0	0
Rny3	0	0	0	0
Ro60	0	27.66	29.92	0
Robo1	0	0	0	0
Robo2	0	0	0	0
Robo3	0	0	0	0
Robo4	0	0	0	0
Rock1	170.06	61.55	90.74	181.33
Rock2	0	55.03	67.37	59.62
Rogdi	399.96	0	0	308.19
Rom1	0	0	0	0
Romo1	0	0	0	0
Ropn1	0	0	0	0
Ropn1l	0	0	0	0
Ror1	0	0	22.41	0
Ror2	0	0	34.87	0
Rora	0	10.91	0	0
Rorb	0	0	0	0
Rorc	0	0	0	0
Ros1	0	0	0	0
Rp1	0	0	0	0
Rp1l1	0	0	0	0
Rp2	0	27.14	0	0
Rp31-ps19	0	0	0	0
Rp9	0	0	176.56	176.77
Rpa1	25.11	41.09	88.91	133.54
Rpa2	0	0	73.31	0
Rpa3	0	0	0	0
Rpain	0	0	0	0
Rpap1	0	0	0	31.83
Rpap2	0	335.64	0	0
Rpap3	0	159.88	0	0
Rpap3-ps2	0	0	0	0
Rpe	0	172.02	372.2	366.84
Rpe65	0	0	0	0
Rpf1	0	160.75	347.83	0
Rpf2	0	0	0	0
Rpgr	0	0	0	0
Rpgrip1	0	0	0	0
Rpgrip1l	18.11	0	0	0
Rph3a	0	0	0	0
Rph3al	0	0	0	0
Rpia	0	0	0	0
Rpl10	1094.1	262.41	1264.61	666.98
Rpl10-ps1	0	0	0	0
Rpl10-ps2	0	0	0	0
Rpl10-ps3	0	0	0	0
Rpl10-ps5	0	0	0	0
Rpl10-ps6	0	0	0	0
Rpl10a	862.23	539	411.13	291.98
Rpl10a-ps1	0	0	0	0
Rpl10a-ps2	0	0	0	0
Rpl10a-ps3	0	0	0	0
Rpl10a-ps4	0	0	0	229.11
Rpl10l	0	0	0	0
Rpl11	516.79	577.53	394.59	0
Rpl12	1546.45	1899.61	1029.97	779.56
Rpl13	533.74	166.9	361.13	180.78
Rpl13-ps1	0	0	0	0
Rpl13-ps2	0	0	0	0
Rpl13-ps3	0	0	0	0
Rpl13-ps4	0	0	0	0
Rpl13-ps5	0	0	0	0
Rpl13-ps6	0	0	0	0
Rpl13a	2184.33	2147.99	2059.8	1259.8
Rpl13a-ps1	0	0	0	0
Rpl14	837.65	1574	973.06	974.45
Rpl14-ps1	0	0	0	0
Rpl15	767.41	323.72	700.43	519.86
Rpl15-ps1	0	0	0	0
Rpl15-ps3	0	0	0	0
